City,Colors Reported,Shape Reported,State,Time,hour
Plantation,,TRIANGLE,FL,9/15/1999 22:00,00:00
Santa Ana,,TRIANGLE,CA,9/15/1999 22:50,00:00
Columbia Falls,,DISK,MT,9/15/1999 23:00,00:00
Cedar Rapids,,,IA,9/15/1999 23:30,00:00
Secane,,,PA,9/15/1999 23:45,00:00
Elgin,,DISK,TX,9/16/1999 3:00,00:00
Menomonie,,CIRCLE,WI,9/16/1999 4:04,00:00
Menomonie,,EGG,WI,9/16/1999 4:05,00:00
Menomonie,,CIRCLE,WI,9/16/1999 22:00,00:00
Hinsdale,,OTHER,IL,9/17/1999 1:00,00:00
Western North Carolina Mountains,,FIREBALL,NC,9/17/1999 5:35,00:00
White Rock,,CIRCLE,SC,9/17/1999 6:10,00:00
Payson,,SPHERE,UT,9/17/1999 16:30,00:00
Honolulu,,CIRCLE,HI,9/17/1999 19:27,00:00
Boring,,CIRCLE,OR,9/17/1999 20:11,00:00
Anacoco,,DISK,LA,9/17/1999 20:50,00:00
Canby,RED,CIRCLE,OR,9/17/1999 21:05,00:00
Cheyenne,,,WY,9/17/1999 21:55,00:00
Hazelwood,,TRIANGLE,MO,9/17/1999 22:00,00:00
Phoenix,,OVAL,AZ,9/17/1999 22:00,00:00
Council Bluffs,,FLASH,IA,9/17/1999 22:18,00:00
Dandridge,RED,TRIANGLE,TN,9/17/1999 22:30,00:00
Virginia Beach,,FIREBALL,VA,9/17/1999 23:55,00:00
New York City,,,NY,9/18/1999 1:00,00:00
Kill Devil Hills,ORANGE,FORMATION,NC,9/18/1999 1:38,00:00
Seattle,,,WA,9/18/1999 6:25,00:00
Catalina,,SPHERE,AZ,9/18/1999 8:25,00:00
East Machias,,LIGHT,ME,9/18/1999 9:15,00:00
Nashville,,CIRCLE,TN,9/18/1999 18:30,00:00
John Day,,LIGHT,OR,9/18/1999 20:05,00:00
Philadelphia,,CIRCLE,PA,9/18/1999 21:00,00:00
Snohomish,RED,,WA,9/18/1999 21:08,00:00
Seattle,,TRIANGLE,WA,9/19/1999 2:51,00:00
Cleveland,,CIGAR,TX,9/19/1999 3:00,00:00
Tampa,,FLASH,FL,9/19/1999 3:06,00:00
Santa Barbara,,DISK,CA,9/19/1999 8:50,00:00
Santa Barbara,,OTHER,CA,9/19/1999 8:50,00:00
Ashville,,OTHER,OH,9/19/1999 11:00,00:00
Janesville,,LIGHT,WI,9/19/1999 17:00,00:00
Bothell,,LIGHT,WA,9/19/1999 17:10,00:00
Philadelphia,,DISK,PA,9/19/1999 20:23,00:00
Mission Viejo,RED,LIGHT,CA,9/20/1999 4:00,00:00
I-80,,CIRCLE,UT,9/20/1999 5:30,00:00
Highland Park,,TRIANGLE,CA,9/20/1999 10:45,00:00
Hattiesburg,,SPHERE,MS,9/20/1999 13:00,00:00
Barrington,,CIGAR,NH,9/20/1999 17:10,00:00
Mesa,,LIGHT,AZ,9/20/1999 19:00,00:00
Silver Fork,,SPHERE,CA,9/20/1999 22:30,00:00
Denver,,LIGHT,CO,9/21/1999 8:00,00:00
Hamilton,,DISK,MT,9/21/1999 9:10,00:00
San Diego,RED,CIRCLE,CA,9/21/1999 18:00,00:00
Indianapolis,,CHEVRON,IN,9/21/1999 18:45,00:00
Spokane,,FIREBALL,WA,9/21/1999 18:55,00:00
Post Falls,,FIREBALL,ID,9/21/1999 19:15,00:00
Chatfield,,OVAL,TX,9/21/1999 19:30,00:00
Columbia Station,,DISK,OH,9/21/1999 20:30,00:00
Everett,,VARIOUS,WA,9/21/1999 20:49,00:00
Manassas,,CIRCLE,VA,9/22/1999 0:20,00:00
LaCygne,,VARIOUS,KS,9/22/1999 1:00,00:00
Wharton,,TRIANGLE,OH,9/22/1999 21:30,00:00
Maple Grove,,OVAL,MN,9/22/1999 23:45,00:00
Millsboro,,EGG,DE,9/23/1999 14:00,00:00
Victor,,FORMATION,ID,9/23/1999 18:25,00:00
Whitefish,RED,CIRCLE,MT,9/23/1999 22:00,00:00
Hailey,,CIRCLE,ID,9/23/1999 22:50,00:00
Chico,,OTHER,CA,9/24/1999 7:00,00:00
Philadelphia,,FIREBALL,PA,9/24/1999 18:00,00:00
New York,,LIGHT,NY,9/24/1999 19:30,00:00
Troy,,TRIANGLE,MI,9/24/1999 19:30,00:00
Euless,,,TX,9/24/1999 20:30,00:00
Lower Lake,,TRIANGLE,CA,9/24/1999 22:00,00:00
Franklin,RED BLUE,CIRCLE,NC,9/25/1999 2:00,00:00
Everett,,LIGHT,WA,9/25/1999 19:15,00:00
Goldendale,GREEN,CIRCLE,WA,9/25/1999 19:30,00:00
Ewen,BLUE,FIREBALL,MI,9/25/1999 20:00,00:00
Nashville,,CIGAR,TN,9/25/1999 20:00,00:00
Riverside,,OTHER,CA,9/25/1999 21:20,00:00
Duanesburg,,LIGHT,NY,9/25/1999 22:00,00:00
Las Vegas,,DISK,NV,9/25/1999 23:08,00:00
Las Vegas,,OVAL,NV,9/25/1999 23:08,00:00
Lake Oswego,,FORMATION,OR,9/25/1999 23:10,00:00
La Grande,,FIREBALL,OR,9/26/1999 9:30,00:00
Bellevue,,TRIANGLE,WA,9/26/1999 11:30,00:00
Calumet City,,CIRCLE,IL,9/26/1999 15:31,00:00
Cape Kennedy,,OTHER,FL,9/27/1999 14:00,00:00
Canby,,FORMATION,OR,9/27/1999 19:57,00:00
Encino,,LIGHT,CA,9/27/1999 20:30,00:00
Upper Sandusky,ORANGE,FIREBALL,OH,9/27/1999 21:45,00:00
Columbus,,LIGHT,OH,9/28/1999 1:20,00:00
Scottsdale,,DISK,AZ,9/28/1999 18:50,00:00
Poca,,DISK,WV,9/28/1999 22:00,00:00
Lubbock,,OTHER,TX,9/29/1999 7:02,00:00
Olathe,,SPHERE,KS,9/29/1999 15:25,00:00
Nashville,,FIREBALL,TN,9/29/1999 18:45,00:00
Midwest City,RED GREEN,RECTANGLE,OK,9/29/1999 21:10,00:00
Lawrence,,TRIANGLE,KS,9/29/1999 21:37,00:00
Overland Park,,FIREBALL,KS,9/29/1999 22:30,00:00
Morrowville,,SPHERE,KS,9/30/1999 15:35,00:00
San Jose,,CIRCLE,CA,9/30/1999 17:30,00:00
Chandler,,SPHERE,AZ,9/30/1999 19:30,00:00
Mount Vernon,RED,DISK,WA,9/30/1999 20:24,00:00
Rockville,,TRIANGLE,MD,9/30/1999 20:29,00:00
Aberdeen,,TRIANGLE,WA,9/30/1999 21:00,00:00
Livingston,,OTHER,NJ,9/30/1999 21:00,00:00
Montesano,,TRIANGLE,WA,9/30/1999 21:00,00:00
Pearl Ridge,BLUE,SPHERE,HI,9/30/1999 21:00,00:00
San Rafael,,TRIANGLE,CA,9/30/1999 22:30,00:00
San Antonio,,FIREBALL,TX,10/1/1999 0:30,00:00
Oak Brook,GREEN,LIGHT,IL,10/1/1999 1:00,00:00
Portland,,LIGHT,OR,10/1/1999 4:00,00:00
Elyria,BLUE,TRIANGLE,OH,10/1/1999 4:40,00:00
New York City,,,NY,10/1/1999 17:00,00:00
Norman,,CIGAR,OK,10/1/1999 18:12,00:00
Las Vegas,,LIGHT,NV,10/1/1999 19:00,00:00
Nellis Air Force Base,,LIGHT,NV,10/1/1999 19:00,00:00
Miami,GREEN,,FL,10/1/1999 20:00,00:00
Endicott,,FORMATION,NY,10/1/1999 21:30,00:00
Independence,,CHEVRON,MO,10/1/1999 22:05,00:00
Alhambra,GREEN,LIGHT,CA,10/2/1999 1:45,00:00
Tulsa,,CHEVRON,OK,10/2/1999 1:45,00:00
Lewiston,,OTHER,NY,10/2/1999 12:00,00:00
Prairie City,,CIGAR,OR,10/2/1999 19:08,00:00
Tracy,,OTHER,CA,10/2/1999 19:15,00:00
San Diego Co.,,DIAMOND,CA,10/2/1999 20:00,00:00
St. George,,DISK,UT,10/2/1999 20:00,00:00
Newport,,VARIOUS,OR,10/2/1999 20:30,00:00
Vicksburg,,CIRCLE,MS,10/2/1999 22:00,00:00
Kalispell,,CHEVRON,MT,10/2/1999 22:45,00:00
Bridgeport,,CIRCLE,CT,10/3/1999 15:30,00:00
Anson,,SPHERE,ME,10/3/1999 19:00,00:00
Duncanville,,TRIANGLE,TX,10/3/1999 20:20,00:00
Battle Ground,BLUE,CIRCLE,WA,10/3/1999 21:40,00:00
Clackamas,GREEN,FIREBALL,OR,10/3/1999 21:40,00:00
Tacoma,GREEN,CIRCLE,WA,10/3/1999 21:41,00:00
Beaverton,,FIREBALL,OR,10/3/1999 21:44,00:00
Salem,,FLASH,OR,10/3/1999 21:45,00:00
Seattle,,TEARDROP,WA,10/3/1999 21:45,00:00
Wilsonville,GREEN,FIREBALL,OR,10/3/1999 21:55,00:00
Trail,,FIREBALL,OR,10/3/1999 22:00,00:00
Trail,,FIREBALL,OR,10/3/1999 22:15,00:00
Tacoma,GREEN,FIREBALL,WA,10/3/1999 22:40,00:00
Orondo,,,WA,10/3/1999 23:00,00:00
Kennesaw,,CIGAR,GA,10/3/1999 23:15,00:00
Broomfield,,,CO,10/4/1999 2:00,00:00
Rochester,,LIGHT,MN,10/4/1999 3:00,00:00
Mount Vernon,,FIREBALL,WA,10/4/1999 10:05,00:00
Gillette,,OTHER,WY,10/4/1999 17:25,00:00
Tucson,,,AZ,10/4/1999 19:25,00:00
Houston,,EGG,TX,10/4/1999 19:51,00:00
Tampa,,CIRCLE,FL,10/5/1999 8:25,00:00
Los Angeles,,CIGAR,GA,10/5/1999 15:00,00:00
Yuma,,OTHER,AZ,10/5/1999 20:30,00:00
Rosemount,,TRIANGLE,MN,10/5/1999 20:35,00:00
Chesapeake,,OTHER,VA,10/5/1999 21:00,00:00
Houston,,CHEVRON,TX,10/5/1999 21:00,00:00
Tucson,,TRIANGLE,AZ,10/5/1999 21:15,00:00
Wichita,,LIGHT,KS,10/6/1999 19:32,00:00
St. Petersburg,,,FL,10/6/1999 20:00,00:00
Angleton,RED,CROSS,TX,10/6/1999 20:35,00:00
Manchester,,DISK,MO,10/6/1999 21:00,00:00
May's Landing,,DISK,NJ,10/6/1999 22:46,00:00
Conestoga,RED ORANGE,LIGHT,PA,10/6/1999 23:10,00:00
Austin,,OTHER,TX,10/7/1999 4:00,00:00
Goose Creek,BLUE,DISK,SC,10/7/1999 6:45,00:00
Bouse,,FORMATION,AZ,10/7/1999 19:50,00:00
Elkton,,,MD,10/7/1999 22:00,00:00
Springfield,,FORMATION,MA,10/7/1999 23:02,00:00
Bellevue,,CIRCLE,WA,10/8/1999 19:45,00:00
Munds Park,,CONE,AZ,10/8/1999 21:00,00:00
Bel Air,,TRIANGLE,MD,10/8/1999 21:30,00:00
Lakeside,RED,DIAMOND,CA,10/8/1999 21:30,00:00
Tyler,,FLASH,TX,10/8/1999 22:00,00:00
Detroit Lakes,,TRIANGLE,MN,10/8/1999 23:15,00:00
Los Angeles,,TRIANGLE,CA,10/9/1999 0:33,00:00
Fairfield,,FIREBALL,CA,10/9/1999 1:00,00:00
Port Orange,,DISK,FL,10/9/1999 12:15,00:00
Leesburg,RED,OTHER,FL,10/9/1999 21:30,00:00
Harker Heigts,,OTHER,TX,10/9/1999 22:00,00:00
Martinez,RED GREEN,VARIOUS,CA,10/10/1999 0:01,00:00
Kansas City,,,KS,10/10/1999 4:00,00:00
Dallas,,OTHER,TX,10/10/1999 6:00,00:00
San Diego,,FIREBALL,CA,10/10/1999 11:00,00:00
Kennewick,,SPHERE,WA,10/10/1999 12:40,00:00
Hayward,,CIRCLE,CA,10/10/1999 20:35,00:00
Ashland,,LIGHT,MO,10/10/1999 21:00,00:00
Rachel,,LIGHT,NV,10/10/1999 21:00,00:00
Humphrey,,SPHERE,NE,10/10/1999 21:30,00:00
Casey Key,,TRIANGLE,FL,10/10/1999 22:30,00:00
Elgin,ORANGE,CHEVRON,OR,10/10/1999 22:30,00:00
Lewiston,,OVAL,MI,10/10/1999 23:45,00:00
Montgomery,,LIGHT,AL,10/11/1999 0:15,00:00
Los Angeles,,LIGHT,CA,10/11/1999 4:30,00:00
Somerset?,RED,,WI,10/11/1999 6:10,00:00
Three Rivers,,OVAL,MI,10/11/1999 7:40,00:00
Canby,,LIGHT,OR,10/11/1999 9:10,00:00
Portville,,OVAL,NY,10/11/1999 20:15,00:00
Portville,,OVAL,NY,10/11/1999 20:15,00:00
Portville,YELLOW,OVAL,NY,10/11/1999 20:15,00:00
Portville,YELLOW BLUE,OVAL,NY,10/11/1999 20:15,00:00
Kirbyville,,OTHER,MO,10/11/1999 20:35,00:00
Winnemucca,,CIGAR,NV,10/11/1999 21:00,00:00
Ashland,,TRIANGLE,OR,10/11/1999 21:10,00:00
Augusta,,LIGHT,KS,10/11/1999 21:30,00:00
Montgomery,,LIGHT,TX,10/11/1999 21:30,00:00
Eureka Springs,,LIGHT,AR,10/11/1999 21:45,00:00
Parker's Lake,,DISK,KY,10/11/1999 22:15,00:00
Addison,RED,DISK,IL,10/11/1999 22:30,00:00
Missoula,,TRIANGLE,MT,10/12/1999 1:30,00:00
Albany,,FIREBALL,OR,10/12/1999 5:11,00:00
Miami,,OVAL,OK,10/12/1999 9:00,00:00
Jersey,,DISK,NJ,10/12/1999 10:30,00:00
Breezewood,YELLOW,FIREBALL,PA,10/12/1999 12:07,00:00
Scottsdale,,CIGAR,AZ,10/12/1999 17:15,00:00
Palominas,,TRIANGLE,AZ,10/12/1999 20:00,00:00
Minnesota,,CHEVRON,MN,10/12/1999 21:33,00:00
Port Townsend,,TRIANGLE,WA,10/12/1999 21:35,00:00
Phoenix,ORANGE,FIREBALL,AZ,10/12/1999 22:00,00:00
Tulsa,,OTHER,OK,10/12/1999 22:15,00:00
Little Falls,,FORMATION,MN,10/12/1999 23:00,00:00
Norwark,,FIREBALL,CT,10/12/1999 23:00,00:00
Santa Fe,,DISK,NM,10/13/1999 9:45,00:00
Florence,,TRIANGLE,KY,10/13/1999 17:20,00:00
Pittsburgh,,OTHER,PA,10/13/1999 18:00,00:00
Boscobel,RED,LIGHT,WI,10/13/1999 19:45,00:00
Lansing,,CIRCLE,MI,10/13/1999 22:00,00:00
Prescott,,LIGHT,AZ,10/14/1999 8:30,00:00
Yonkers,,LIGHT,NY,10/14/1999 14:00,00:00
El Paso,,TRIANGLE,TX,10/14/1999 20:15,00:00
Mead,BLUE,LIGHT,WA,10/14/1999 20:20,00:00
Warrensville,,CIRCLE,NC,10/14/1999 20:30,00:00
Nashville,,LIGHT,TN,10/14/1999 22:10,00:00
Raymond,,TRIANGLE,NH,10/14/1999 22:50,00:00
Weed,GREEN,FIREBALL,CA,10/15/1999 0:00,00:00
Lexington,,FIREBALL,MA,10/15/1999 2:00,00:00
Columbia,,TRIANGLE,MO,10/15/1999 2:30,00:00
Clines Corners,BLUE,LIGHT,NM,10/15/1999 3:00,00:00
Conconully,,LIGHT,WA,10/15/1999 3:00,00:00
Ritzville,,TRIANGLE,WA,10/15/1999 3:00,00:00
Millersburg,,TRIANGLE,MO,10/15/1999 4:30,00:00
Holden,,OVAL,MA,10/15/1999 5:00,00:00
Lewistown,GREEN,LIGHT,MO,10/15/1999 6:01,00:00
Fairfield,,LIGHT,ME,10/15/1999 8:00,00:00
Old Westbury,,DISK,NY,10/15/1999 12:30,00:00
Fremont,,DIAMOND,IN,10/15/1999 14:30,00:00
Sierra Vista,,CIRCLE,AZ,10/15/1999 18:00,00:00
Taylor,,SPHERE,MI,10/15/1999 18:30,00:00
Kansas City,,OTHER,MO,10/15/1999 19:00,00:00
Newbern,,LIGHT,TN,10/15/1999 19:20,00:00
Breckenridge,,OTHER,TX,10/15/1999 20:00,00:00
Seattle,,CHEVRON,WA,10/15/1999 20:15,00:00
Ellis,,LIGHT,KS,10/15/1999 20:30,00:00
Ellis,,OVAL,KS,10/15/1999 20:30,00:00
Yerington,,CHEVRON,NV,10/15/1999 20:30,00:00
Phoenix,ORANGE,SPHERE,AZ,10/15/1999 21:00,00:00
Buffalo,ORANGE,TRIANGLE,NY,10/15/1999 23:00,00:00
Copeville,GREEN,TRIANGLE,TX,10/15/1999 23:00,00:00
Stockbridge,,TRIANGLE,GA,10/15/1999 23:00,00:00
Geyserville,,,CA,10/15/1999 23:30,00:00
Conway,BLUE,SPHERE,AR,10/16/1999 0:05,00:00
Redwood Shores,,OTHER,CA,10/16/1999 18:30,00:00
San Mateo,,DISK,CA,10/16/1999 19:00,00:00
Chattanooga,,TRIANGLE,TN,10/16/1999 21:35,00:00
Danville,RED,LIGHT,KY,10/16/1999 22:00,00:00
The Colony,,TRIANGLE,TX,10/16/1999 22:00,00:00
Houston,,OVAL,TX,10/16/1999 22:15,00:00
Chatsworth,ORANGE,SPHERE,GA,10/16/1999 22:30,00:00
Signal Mountain,ORANGE,CIGAR,TN,10/17/1999 3:30,00:00
Moab,,FIREBALL,UT,10/17/1999 4:00,00:00
Charlotte,,CIGAR,NC,10/17/1999 14:00,00:00
Jacksonville,,CHEVRON,FL,10/17/1999 15:00,00:00
Jacksonville,,CHEVRON,FL,10/17/1999 15:00,00:00
Covington,,VARIOUS,WA,10/17/1999 15:05,00:00
Warrensville,,LIGHT,NC,10/17/1999 21:00,00:00
Los Angeles,,CHEVRON,CA,10/18/1999 1:45,00:00
Latrobe,,,PA,10/18/1999 3:00,00:00
Ventura,,,CA,10/18/1999 4:30,00:00
Bellevue,RED GREEN,LIGHT,WA,10/18/1999 4:33,00:00
Page,,CIRCLE,AZ,10/18/1999 20:00,00:00
Atlanta,,OTHER,GA,10/18/1999 23:38,00:00
Van Nuys,,TRIANGLE,CA,10/19/1999 3:10,00:00
Mesa,,LIGHT,AZ,10/19/1999 5:45,00:00
Everson,,OTHER,WA,10/19/1999 7:35,00:00
Bozeman,,,MT,10/19/1999 17:30,00:00
Santa Clarita Valley,RED,DISK,CA,10/19/1999 18:30,00:00
Indianapolis,,LIGHT,IN,10/19/1999 19:20,00:00
Superior,,LIGHT,CO,10/19/1999 20:00,00:00
Apache Junction,,OTHER,AZ,10/19/1999 22:00,00:00
Round Rock,,SPHERE,TX,10/19/1999 22:45,00:00
Conway,BLUE,TRIANGLE,AR,10/19/1999 23:35,00:00
Seattle,,SPHERE,WA,10/20/1999 1:30,00:00
White River National Forest,,LIGHT,AR,10/20/1999 2:00,00:00
Boise,,LIGHT,ID,10/20/1999 7:25,00:00
Stevensville,,OTHER,MT,10/20/1999 8:15,00:00
Stevensville,,OTHER,MT,10/20/1999 8:15,00:00
Temple,,CYLINDER,TX,10/20/1999 19:00,00:00
Spanaway,,,WA,10/20/1999 22:20,00:00
Shoreline,ORANGE YELLOW,FIREBALL,WA,10/20/1999 22:25,00:00
Amity,ORANGE,CIRCLE,OR,10/20/1999 22:30,00:00
Milwaukee,,SPHERE,WI,10/20/1999 22:30,00:00
Montesano,,FIREBALL,WA,10/20/1999 22:30,00:00
Tumwater,,FIREBALL,WA,10/20/1999 22:30,00:00
Portland,,CIRCLE,OR,10/20/1999 22:33,00:00
Kingston,,LIGHT,WA,10/20/1999 22:35,00:00
Lewistown,,OTHER,IL,10/20/1999 23:00,00:00
Lakeville,GREEN,LIGHT,MN,10/21/1999 3:45,00:00
Kansas City,,CYLINDER,MO,10/21/1999 11:55,00:00
Tehachapi,BLUE,CHEVRON,CA,10/21/1999 13:00,00:00
Lancaster,,LIGHT,PA,10/21/1999 20:00,00:00
Maryville,,CYLINDER,TN,10/21/1999 21:00,00:00
Auburn,,LIGHT,WA,10/21/1999 22:35,00:00
Tigard,,LIGHT,OR,10/21/1999 23:40,00:00
Ripley,,RECTANGLE,TN,10/22/1999 1:30,00:00
Klamath Falls,,SPHERE,OR,10/22/1999 6:10,00:00
Hamilton,,CIGAR,OH,10/22/1999 9:00,00:00
Kansas City,,CYLINDER,MO,10/22/1999 12:00,00:00
Irvine,,DIAMOND,CA,10/22/1999 13:30,00:00
Daytona Beach,,VARIOUS,FL,10/22/1999 14:10,00:00
Sikeston,GREEN,LIGHT,MO,10/22/1999 22:45,00:00
Rocklin,,,CA,10/23/1999 6:30,00:00
Florien,,TEARDROP,LA,10/23/1999 7:15,00:00
Erie,,CYLINDER,CO,10/23/1999 18:00,00:00
Hayward,,CYLINDER,CA,10/23/1999 21:00,00:00
Hayward,,DISK,CA,10/23/1999 21:30,00:00
Norwood,,TRIANGLE,PA,10/23/1999 22:30,00:00
Mesa,,LIGHT,AZ,10/24/1999 1:15,00:00
Iowa City,,SPHERE,IA,10/24/1999 6:00,00:00
Baldwin,,LIGHT,WI,10/24/1999 11:30,00:00
Downers Grove,,OVAL,IL,10/24/1999 22:00,00:00
Gardena,,CHEVRON,CA,10/24/1999 23:35,00:00
Florence,,VARIOUS,MS,10/25/1999 11:30,00:00
Corinne,,DISK,UT,10/25/1999 12:18,00:00
Arlington,,SPHERE,TX,10/25/1999 15:00,00:00
Huntington Beach,,EGG,CA,10/25/1999 19:30,00:00
Lawrenceville,,TRIANGLE,GA,10/25/1999 21:00,00:00
Yadkinville,,FIREBALL,NC,10/25/1999 21:00,00:00
Bullhead City,RED,LIGHT,AZ,10/25/1999 23:05,00:00
San Jose,,VARIOUS,CA,10/26/1999 0:00,00:00
Reseda,,SPHERE,CA,10/26/1999 1:40,00:00
Costa Mesa,,LIGHT,CA,10/26/1999 2:38,00:00
Dallas,,TRIANGLE,TX,10/26/1999 2:40,00:00
DFW Airport,,,TX,10/26/1999 2:40,00:00
Carthage,RED,TRIANGLE,TX,10/26/1999 4:30,00:00
Cookstown,RED GREEN,CYLINDER,NJ,10/26/1999 6:00,00:00
Concord,,OTHER,NC,10/26/1999 7:05,00:00
Clinton,,TRIANGLE,SC,10/26/1999 12:00,00:00
Oshkosh,,CYLINDER,WI,10/26/1999 14:45,00:00
Charlotte,,LIGHT,NC,10/26/1999 18:00,00:00
Moravia,RED,FLASH,NY,10/26/1999 19:10,00:00
Tacoma,,TRIANGLE,WA,10/26/1999 19:30,00:00
Chesapeak Bay,,DISK,MD,10/26/1999 20:00,00:00
Melbourne Beach,,TRIANGLE,FL,10/26/1999 21:00,00:00
Studio City,,TRIANGLE,CA,10/26/1999 21:00,00:00
Lombard,,DISK,IL,10/26/1999 22:00,00:00
Westmont,ORANGE,OVAL,IL,10/26/1999 22:05,00:00
Chicago,,,IL,10/26/1999 22:15,00:00
Petal,,TRIANGLE,MS,10/26/1999 23:12,00:00
Laurel,RED GREEN,OVAL,MS,10/26/1999 23:13,00:00
Kansas City,,CIRCLE,MO,10/27/1999 16:45,00:00
Austin,,OVAL,TX,10/27/1999 19:30,00:00
Tucson,,FIREBALL,AZ,10/27/1999 23:00,00:00
Knoxville,,,TN,10/27/1999 23:55,00:00
Canfield,RED BLUE,LIGHT,OH,10/28/1999 1:40,00:00
Augusta,,LIGHT,KS,10/28/1999 1:50,00:00
Cedar Rapids,,TEARDROP,IA,10/28/1999 4:47,00:00
Little Rock,,,AR,10/28/1999 13:45,00:00
Phoenix,,VARIOUS,AZ,10/28/1999 17:55,00:00
Rachel,,LIGHT,NV,10/29/1999 1:30,00:00
Tuscaloosa,,CIRCLE,AL,10/29/1999 17:45,00:00
Ocean City,,LIGHT,MD,10/29/1999 21:30,00:00
Bozeman,,LIGHT,MT,10/29/1999 22:00,00:00
Carpinteria,,LIGHT,CA,10/30/1999 0:25,00:00
La Jolla,,TRIANGLE,CA,10/30/1999 3:36,00:00
Woodbridge,RED ORANGE,OVAL,VA,10/30/1999 18:55,00:00
San Diego,,CHEVRON,CA,10/30/1999 19:25,00:00
Tracy,,DISK,CA,10/30/1999 20:00,00:00
La Grande,,RECTANGLE,OR,10/30/1999 22:00,00:00
Smithville,RED,CIRCLE,TX,10/30/1999 22:30,00:00
Martha's Vinyard,,,MA,10/31/1999 0:00,00:00
Houston,RED BLUE,CYLINDER,TX,10/31/1999 0:30,00:00
San Diego,ORANGE,FIREBALL,CA,10/31/1999 9:30,00:00
Denver,,SPHERE,CO,10/31/1999 17:30,00:00
Rochelle,,FIREBALL,IL,10/31/1999 18:00,00:00
Graham,,OTHER,WA,10/31/1999 18:15,00:00
Nassau,,TRIANGLE,NY,10/31/1999 18:45,00:00
Clinton,,,WA,10/31/1999 19:00,00:00
Imperial Beach,RED,FIREBALL,CA,10/31/1999 19:30,00:00
Ashland,YELLOW,OTHER,OR,10/31/1999 20:00,00:00
Auburn,GREEN,RECTANGLE,GA,10/31/1999 20:00,00:00
Auburn,GREEN,CIRCLE,GA,10/31/1999 20:30,00:00
Billings,RED,,MT,10/31/1999 21:30,00:00
Orland Park,,CIRCLE,IL,10/31/1999 23:30,00:00
Turner,RED,CIRCLE,OR,10/31/1999 23:48,00:00
New Orleans,,CYLINDER,LA,11/1/1999 0:00,00:00
Newberg,,OTHER,OR,11/1/1999 2:00,00:00
Scappoose,RED,OVAL,OR,11/1/1999 3:00,00:00
Las Vegas,,OVAL,NV,11/1/1999 4:00,00:00
South Bend,GREEN,TRIANGLE,IN,11/1/1999 6:22,00:00
Walker County,RED,CIRCLE,TX,11/1/1999 15:00,00:00
New York City,,CIGAR,NY,11/1/1999 16:40,00:00
San Diego,,EGG,CA,11/1/1999 17:50,00:00
Notrees,,LIGHT,TX,11/1/1999 18:30,00:00
Clear Lake,,VARIOUS,TX,11/1/1999 19:10,00:00
Torrance,,TRIANGLE,CA,11/1/1999 20:00,00:00
Howell,,DISK,MI,11/1/1999 21:30,00:00
South Republic,,TRIANGLE,MI,11/1/1999 22:30,00:00
Kent,RED,DISK,WA,11/2/1999 1:00,00:00
Baton Rouge,,TRIANGLE,LA,11/2/1999 19:15,00:00
Duncan,,OTHER,OK,11/2/1999 20:25,00:00
South Pasadena,ORANGE,CIRCLE,CA,11/2/1999 20:25,00:00
Area 51,,CIRCLE,NV,11/3/1999 2:00,00:00
Jackson,RED,LIGHT,TN,11/3/1999 3:30,00:00
Amarillo,,CIRCLE,TX,11/3/1999 17:30,00:00
Leighton,ORANGE,TRIANGLE,AL,11/3/1999 21:00,00:00
Pueblo,,OTHER,CO,11/4/1999 0:28,00:00
Issaquah,,TRIANGLE,WA,11/4/1999 13:50,00:00
Kent,,DISK,WA,11/4/1999 22:50,00:00
Hillsborough,,OVAL,CA,11/5/1999 0:00,00:00
Santa Rosa,,,CA,11/5/1999 0:30,00:00
Hauppauge,,DISK,NY,11/5/1999 3:10,00:00
Burlingame,,VARIOUS,CA,11/5/1999 17:30,00:00
Santa Clara,,RECTANGLE,CA,11/5/1999 18:15,00:00
Raleigh,,DISK,NC,11/5/1999 18:44,00:00
Carbondale,RED,DISK,KS,11/5/1999 19:30,00:00
Rancho Santa Margarita,,CHEVRON,CA,11/5/1999 19:30,00:00
Springfield,RED,FIREBALL,MO,11/5/1999 21:35,00:00
Fair Oaks,,DIAMOND,CA,11/5/1999 22:34,00:00
Wyoming,RED BLUE,LIGHT,MI,11/6/1999 0:23,00:00
Landover,,CIRCLE,MD,11/6/1999 1:30,00:00
Canon City,RED,LIGHT,CO,11/6/1999 2:15,00:00
Allentown,,DISK,PA,11/6/1999 11:43,00:00
Matawan,ORANGE,TRIANGLE,NJ,11/6/1999 18:03,00:00
Chaco Canyon,,OTHER,NM,11/6/1999 20:30,00:00
Ashland,,DISK,WI,11/6/1999 22:00,00:00
Pittsburgh,,FORMATION,PA,11/6/1999 23:45,00:00
Charlotte,,LIGHT,NC,11/7/1999 3:00,00:00
Northbrook,,DIAMOND,IL,11/7/1999 17:58,00:00
Almont,,LIGHT,MI,11/7/1999 18:00,00:00
Princeton,,,NJ,11/7/1999 21:40,00:00
Bullhead City,,LIGHT,AZ,11/7/1999 22:55,00:00
Emmetsburg,,,IA,11/8/1999 5:28,00:00
New York City,,LIGHT,NY,11/8/1999 6:32,00:00
Iowa City,BLUE,EGG,IA,11/8/1999 10:00,00:00
Hurst,,TRIANGLE,TX,11/8/1999 11:00,00:00
San Francisco,,LIGHT,CA,11/8/1999 19:00,00:00
