City,Colors Reported,Shape Reported,State,Time,hour
Martelle,,CIGAR,IA,10/1/1957 20:30,00:00
Paterson,,DISK,NJ,10/1/1957 21:00,00:00
Northeast Cape AFS,,,AK,10/1/1957 22:00,00:00
St. Paul,,LIGHT,MN,10/5/1957 19:00,00:00
England,,DISK,AR,10/15/1957 1:45,00:00
New York City,,,NY,10/15/1957 2:00,00:00
Houston,,LIGHT,TX,10/15/1957 20:30,00:00
Commerce City,,FIREBALL,CO,10/15/1957 22:00,00:00
Teaneck,,CYLINDER,NJ,11/10/1957 17:00,00:00
Corpus Christi,,LIGHT,TX,11/10/1957 19:00,00:00
St Lawrence Island,,OTHER,AK,11/10/1957 20:00,00:00
Madison,,CIGAR,WI,12/28/1957 0:00,00:00
Madison,,CIGAR,WI,12/28/1957 0:00,00:00
Pep,,FIREBALL,TX,1/1/1958 22:00,00:00
Howell,,CIGAR,MI,2/15/1958 2:30,00:00
Winooski,,OVAL,VT,4/17/1958 21:30,00:00
Winooski,,OVAL,VT,4/17/1958 21:30,00:00
Palmer Park,,SPHERE,MD,5/5/1958 20:00,00:00
North Hollywood,,CIRCLE,CA,5/7/1958 10:00,00:00
Cincinnati,,DIAMOND,OH,5/16/1958 0:00,00:00
North Hollywood,,SPHERE,CA,5/20/1958 0:00,00:00
Middlesex,,CIRCLE,NC,6/1/1958 2:00,00:00
San Francisco,,OVAL,CA,6/1/1958 19:00,00:00
New York City,,OVAL,NY,6/1/1958 21:00,00:00
Timpson,,LIGHT,TX,6/1/1958 22:00,00:00
Grand Island,,CIRCLE,NE,6/1/1958 22:30,00:00
Cincinnati,,DIAMOND,OH,6/6/1958 9:30,00:00
Baldwin Park,,CIGAR,CA,6/10/1958 12:00,00:00
Florala ?,,DISK,AL,6/15/1958 0:00,00:00
Mountain View,,OTHER,MO,6/15/1958 0:00,00:00
Coffeyville,,CIGAR,KS,6/15/1958 15:00,00:00
Yonkers,,LIGHT,NY,6/15/1958 15:00,00:00
Menlo Park,,LIGHT,CA,6/15/1958 19:15,00:00
Houston,,DISK,TX,6/15/1958 20:00,00:00
Oklahoma,,LIGHT,OK,6/15/1958 22:00,00:00
Pawnee,,,OK,6/15/1958 23:00,00:00
Pawnee,,LIGHT,OK,6/15/1958 23:00,00:00
Silverdale,,CYLINDER,WA,6/30/1958 12:00,00:00
Conyers,,TEARDROP,GA,6/30/1958 13:00,00:00
Camden,,DISK,ME,6/30/1958 16:00,00:00
Fort Worth,,DISK,TX,6/30/1958 20:00,00:00
Durham,,LIGHT,KS,6/30/1958 21:30,00:00
Thibodaux,,FIREBALL,LA,6/30/1958 23:00,00:00
Osmond,,,NE,7/1/1958 4:48,00:00
Muncie,,,IN,7/1/1958 21:00,00:00
Cheektowaga,,TEARDROP,NY,7/10/1958 9:00,00:00
Woodland Hills,,LIGHT,FL,7/10/1958 17:00,00:00
no data,,DISK,UT,7/11/1958 23:00,00:00
Novato,,DISK,CA,7/15/1958 17:30,00:00
Rock Springs,,DISK,WY,7/20/1958 21:30,00:00
Randallstown,,TRIANGLE,MD,7/30/1958 22:00,00:00
Derby,,DISK,CT,8/1/1958 19:00,00:00
Scarborough,,DISK,ME,8/8/1958 15:00,00:00
Bellevue,,LIGHT,WA,8/10/1958 21:30,00:00
Monroe,,OVAL,GA,8/15/1958 14:00,00:00
Fargo,,DISK,ND,9/1/1958 20:00,00:00
Perry,RED,TRIANGLE,IA,9/1/1958 21:00,00:00
Arthur,,,ND,9/7/1958 19:00,00:00
Ashland,,CIRCLE,KY,9/14/1958 19:30,00:00
Davis Jct.,,FIREBALL,IL,9/20/1958 22:20,00:00
Phelps County,,DISK,NE,9/25/1958 19:00,00:00
St. Paul,,OTHER,MN,10/20/1958 21:00,00:00
Terrebonne,,,OR,10/25/1958 20:00,00:00
Riverside,,LIGHT,IL,10/30/1958 1:00,00:00
Greenville,,DISK,RI,11/15/1958 22:30,00:00
Milwaukee,,DISK,WI,11/25/1958 23:00,00:00
South San Francisco,,DISK,CA,1/10/1959 18:30,00:00
New York City,,,NY,3/1/1959 23:00,00:00
Miami,,SPHERE,FL,4/1/1959 1:00,00:00
Mendham,,DISK,NJ,4/15/1959 21:00,00:00
Baden,,CYLINDER,PA,4/26/1959 19:00,00:00
Columbus,,LIGHT,OH,5/1/1959 18:30,00:00
El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00,00:00
Evanston,,,IL,5/15/1959 4:00,00:00
Cincinnati,,DISK,OH,5/30/1959 17:00,00:00
Wabash River,,CIRCLE,IN,6/1/1959 8:00,00:00
Nashville,,,TX,6/1/1959 12:00,00:00
Orange,,CYLINDER,CT,6/1/1959 12:00,00:00
Sidney,,LIGHT,OH,6/1/1959 18:30,00:00
Nelson,,CIGAR,NE,6/1/1959 22:00,00:00
Arvada,,CIRCLE,CO,6/5/1959 13:00,00:00
Monroe,,,MI,6/10/1959 13:00,00:00
Missoula,,,MT,6/15/1959 1:00,00:00
Minneapolis,,OTHER,MN,6/15/1959 8:30,00:00
Campbell,,DISK,CA,6/15/1959 10:00,00:00
Buffalo,,LIGHT,WV,6/15/1959 23:00,00:00
Minneapolis,,FORMATION,MN,6/23/1959 22:00,00:00
Globe,,RECTANGLE,AZ,6/28/1959 13:00,00:00
Campbellsport,,CIRCLE,WI,6/30/1959 14:00,00:00
New York City,,OVAL,NY,6/30/1959 20:00,00:00
Phoenix,,DISK,AZ,6/30/1959 21:00,00:00
Strathmore,,DISK,CA,7/1/1959 1:00,00:00
Castle Rock,,CIGAR,WA,7/1/1959 20:00,00:00
Gardner Lake,,OVAL,ME,7/4/1959 20:00,00:00
Long Beach,,LIGHT,CA,7/7/1959 23:00,00:00
Nort Sutton,,,NH,7/15/1959 12:00,00:00
New Albany,,CIGAR,IN,7/15/1959 23:00,00:00
Worcester,,OTHER,MA,7/16/1959 18:00,00:00
Salem,,DISK,OH,7/19/1959 1:00,00:00
Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30,00:00
Allendale,,LIGHT,KY,7/22/1959 14:30,00:00
Golden,,DISK,TX,8/1/1959 18:00,00:00
Reseda,,DISK,CA,8/10/1959 1:30,00:00
Troy,,,NY,8/13/1959 21:00,00:00
Jewett,,LIGHT,NY,8/13/1959 22:30,00:00
Roswell,,,NM,8/15/1959 15:00,00:00
Mohave,,LIGHT,CA,8/15/1959 21:00,00:00
Lake Bonita,,FIREBALL,NM,8/20/1959 3:00,00:00
Fallon,,OVAL,NV,9/15/1959 0:00,00:00
Goldfield,,LIGHT,NV,9/15/1959 1:00,00:00
Dayton,,DISK,OH,9/15/1959 11:30,00:00
New York City,,OTHER,NY,10/1/1959 16:00,00:00
Jacksonville,,,IL,10/1/1959 19:00,00:00
Duluth,,,WI,10/1/1959 20:45,00:00
Duluth,,,WI,10/5/1959 18:30,00:00
Rock Hill,,TRIANGLE,SC,10/5/1959 19:00,00:00
Marysville,,OTHER,WA,10/15/1959 0:00,00:00
Four States,RED,SPHERE,WV,10/16/1959 22:30,00:00
Starke,,SPHERE,FL,11/11/1959 20:00,00:00
Lafayette,,CIRCLE,IN,11/15/1959 1:30,00:00
Los Angeles,,DISK,CA,12/20/1959 18:30,00:00
Tehachapi,,FIREBALL,CA,12/30/1959 18:35,00:00
Del Mar,,,CA,12/30/1959 23:00,00:00
Bristol,,DISK,VA,1/15/1960 22:00,00:00
St. Paul,,CIGAR,MN,2/1/1960 22:15,00:00
Hartwell,,CIGAR,GA,2/1/1960 23:00,00:00
Winston-Salem,,CIGAR,NC,2/18/1960 21:00,00:00
Houston,,TRIANGLE,TX,3/12/1960 23:00,00:00
Houston,,OTHER,TX,4/1/1960 21:00,00:00
Tucson,,LIGHT,AZ,5/1/1960 20:00,00:00
Schenectady,,,NY,5/15/1960 0:00,00:00
Terre Haute,,OTHER,IN,5/15/1960 18:00,00:00
Great Bend,,OTHER,KS,6/1/1960 0:00,00:00
Salt Lake City,,DISK,UT,6/1/1960 0:00,00:00
Seattle,GREEN,OVAL,WA,6/1/1960 0:00,00:00
Yakima,,OTHER,WA,6/1/1960 2:30,00:00
Palmdale,,DISK,CA,6/1/1960 12:00,00:00
Sacramento,,CIGAR,CA,6/1/1960 12:00,00:00
Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00,00:00
New Jersey,,CIGAR,NJ,6/1/1960 13:00,00:00
Watervliet,,DISK,MI,6/1/1960 18:00,00:00
Vassalboro,,OVAL,ME,6/1/1960 20:00,00:00
Silverfdale,,VARIOUS,WA,6/1/1960 22:00,00:00
Santa Ana,,DISK,CA,6/3/1960 18:00,00:00
Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00,00:00
Philadelphia,,SPHERE,PA,6/10/1960 18:00,00:00
Barstow-Baker,,DISK,CA,6/11/1960 2:00,00:00
Great Falls,,FORMATION,MT,6/12/1960 14:30,00:00
Quincy,,DISK,CA,6/13/1960 2:00,00:00
Baltimore,,OTHER,MD,6/15/1960 21:00,00:00
Kansas City,,DISK,KS,6/15/1960 21:45,00:00
Chicago,,OVAL,IL,6/18/1960 23:00,00:00
East Bernstadt,,DISK,KY,6/21/1960 14:00,00:00
Albertson,,,NY,6/30/1960 0:00,00:00
Litchfield,,OTHER,PA,6/30/1960 12:00,00:00
Portland,,DISK,OR,6/30/1960 20:30,00:00
,,DISK,NV,7/1/1960 12:00,00:00
Stevens,,OTHER,MN,7/1/1960 12:00,00:00
Portland,,,OR,7/1/1960 20:00,00:00
New Berlin,,CIRCLE,WI,7/4/1960 21:30,00:00
Springdale,,FORMATION,AR,7/7/1960 22:00,00:00
La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00,00:00
Pacific Coast Highway,,,CA,7/15/1960 10:00,00:00
Goldsboro,,SPHERE,NC,7/15/1960 16:00,00:00
Amarillo,,DIAMOND,TX,7/15/1960 21:00,00:00
Upland,,CIRCLE,CA,7/30/1960 21:00,00:00
Allentown,,CYLINDER,PA,8/1/1960 12:00,00:00
Taftville,,DISK,CT,8/1/1960 15:00,00:00
Boston,,DISK,MA,8/1/1960 18:00,00:00
Carteret,,CIGAR,NJ,8/1/1960 18:00,00:00
Crystal,,CIRCLE,WI,8/1/1960 23:00,00:00
Cherokee,,FIREBALL,NC,8/2/1960 23:00,00:00
Belmont,,CIRCLE,NY,8/10/1960 1:00,00:00
Watchung,RED,CIGAR,NJ,8/10/1960 18:00,00:00
Cottonwood,,,WA,8/13/1960 19:00,00:00
Saugus,,CIRCLE,MA,8/15/1960 15:00,00:00
Framingham,,OVAL,MA,8/15/1960 16:00,00:00
Long Beach,,OTHER,CA,8/17/1960 21:10,00:00
Pittsburgh,,SPHERE,PA,8/20/1960 21:30,00:00
Dickinson,,CIRCLE,ND,8/28/1960 21:00,00:00
Buffalo,,OVAL,NY,9/5/1960 21:00,00:00
Wichita,,OVAL,KS,9/10/1960 10:00,00:00
Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00,00:00
Seattle,,DISK,WA,9/15/1960 20:30,00:00
Susanville,,,CA,9/15/1960 21:00,00:00
Kaneohe,,LIGHT,HI,10/10/1960 20:00,00:00
Burnsville,,,MN,10/18/1960 0:00,00:00
Westbury,,DISK,NY,11/2/1960 18:00,00:00
Sumner,,SPHERE,WA,11/11/1960 2:00,00:00
Kansas City,,,KS,11/15/1960 22:00,00:00
Santa Clara,,CIRCLE,CA,1/1/1961 12:00,00:00
Kendallville,,CIRCLE,IN,1/1/1961 13:00,00:00
Lancaster,,DISK,CA,2/2/1961 1:00,00:00
Panhandle,,DIAMOND,TX,2/22/1961 20:00,00:00
McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00,00:00
New York City,,CROSS,NY,3/29/1961 0:00,00:00
Shenandoah,,LIGHT,PA,4/1/1961 20:00,00:00
Altus,,CIRCLE,OK,4/15/1961 21:00,00:00
Auburn,,CIGAR,WA,5/1/1961 22:00,00:00
Parris Island,,VARIOUS,SC,5/15/1961 4:00,00:00
Alpine,,DISK,UT,6/1/1961 0:00,00:00
no data,,TEARDROP,NY,6/1/1961 18:00,00:00
Opa Locka,,OTHER,FL,6/1/1961 18:00,00:00
Carrollton,,,TX,6/10/1961 19:30,00:00
Huntsville,,TRIANGLE,AL,6/15/1961 12:00,00:00
Richardson,GREEN,LIGHT,TX,6/15/1961 15:00,00:00
Frederick,,LIGHT,OK,6/15/1961 20:30,00:00
Chicago,,DISK,IL,6/17/1961 19:00,00:00
Webster Groves,,CIRCLE,MO,6/20/1961 0:00,00:00
Dallas,,DISK,GA,6/22/1961 0:00,00:00
Greensboro,,CIGAR,NC,6/30/1961 8:00,00:00
Orlando,,DISK,FL,6/30/1961 15:00,00:00
La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00,00:00
Rotan,,SPHERE,TX,6/30/1961 22:00,00:00
Lawrenceville,,CIRCLE,GA,7/1/1961 21:00,00:00
West Haven,,LIGHT,CT,7/8/1961 21:00,00:00
Sapulpa,,,OK,7/15/1961 1:00,00:00
Gettysburg,,CIGAR,PA,7/15/1961 11:00,00:00
Mount Hope,,,WV,7/15/1961 23:00,00:00
Newberg,,EGG,OR,7/15/1961 23:30,00:00
Arlington Heights,,DISK,IL,7/16/1961 19:50,00:00
Mill Valley,,DISK,CA,8/1/1961 0:00,00:00
Glenshaw,,DISK,PA,8/5/1961 21:15,00:00
Pittsburgh,,SPHERE,PA,8/5/1961 23:00,00:00
Palatine,ORANGE,DISK,IL,8/9/1961 20:00,00:00
New York City,,DISK,NY,8/15/1961 19:00,00:00
Evendale,,,OH,8/30/1961 0:00,00:00
Fort Benning,,DISK,GA,9/1/1961 18:46,00:00
Toledo,,LIGHT,OH,9/1/1961 20:30,00:00
Wahoo,,EGG,NE,9/15/1961 20:00,00:00
Toledo,,SPHERE,OH,10/1/1961 3:00,00:00
Tulsa,,DISK,OK,10/1/1961 3:30,00:00
Nashville,,DISK,TN,10/1/1961 19:00,00:00
Graham,,TRIANGLE,NC,10/1/1961 22:00,00:00
Bristol,,SPHERE,TN,10/10/1961 19:00,00:00
Indialantic,,OVAL,FL,10/15/1961 18:00,00:00
Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00,00:00
Leesville,,FLASH,SC,11/26/1961 10:00,00:00
Bartow,,SPHERE,FL,12/17/1961 21:00,00:00
Forestburg,,SPHERE,TX,12/26/1961 20:00,00:00
Key West,,SPHERE,FL,1/1/1962 8:00,00:00
Fayetteville,,CIRCLE,NC,2/19/1962 21:00,00:00
Snohomish,,DIAMOND,WA,3/1/1962 8:00,00:00
Wendover,,DISK,UT,3/3/1962 3:00,00:00
Clayton,,,NC,3/8/1962 21:00,00:00
Camden,,SPHERE,OH,3/15/1962 10:00,00:00
Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00,00:00
Huntingdon,GREEN,,GA,4/15/1962 21:00,00:00
Acoma,,CYLINDER,NM,5/15/1962 21:00,00:00
Toms River,,DISK,NJ,5/15/1962 21:00,00:00
Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30,00:00
Whitehouse,,LIGHT,NJ,5/20/1962 23:00,00:00
Garland,,DISK,TX,5/30/1962 20:00,00:00
Bartlesville,,,OK,6/1/1962 0:00,00:00
Charleston,,DISK,SC,6/1/1962 12:00,00:00
Ellwood City,,DISK,PA,6/1/1962 12:00,00:00
Liberty Homes,,SPHERE,SC,6/1/1962 12:00,00:00
San Francisco,,CIRCLE,CA,6/1/1962 19:00,00:00
Aurora,,LIGHT,CO,6/1/1962 20:00,00:00
Benton,,DISK,IL,6/1/1962 21:30,00:00
Lempster,,CIRCLE,NH,6/14/1962 19:45,00:00
Castle Rock,,SPHERE,WA,6/15/1962 0:00,00:00
Lawrence County,,DISK,IL,6/15/1962 19:30,00:00
Booneville,,DISK,NC,6/15/1962 20:00,00:00
IL,,DISK,IL,6/15/1962 21:30,00:00
Joyce,,OTHER,WA,6/16/1962 23:30,00:00
Ossining,,,NY,6/25/1962 2:00,00:00
Orlando,,SPHERE,FL,6/30/1962 0:00,00:00
Granada Hills,,SPHERE,CA,6/30/1962 2:00,00:00
Cadiz,,,CA,6/30/1962 7:00,00:00
Royal Oak,,DISK,MI,6/30/1962 17:30,00:00
Bethpage,,TRIANGLE,NY,6/30/1962 18:00,00:00
Bay Area,,DISK,CA,6/30/1962 19:00,00:00
Miami,,OVAL,FL,7/1/1962 0:00,00:00
Chicago,,DISK,IL,7/1/1962 22:00,00:00
Seattle,,OTHER,WA,7/1/1962 22:00,00:00
Spearman,,,TX,7/4/1962 21:00,00:00
Lindsay,,CYLINDER,OK,7/7/1962 2:00,00:00
Tannersville,,LIGHT,NY,7/10/1962 10:00,00:00
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00,00:00
Chicago,,OTHER,IL,7/15/1962 19:00,00:00
East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00,00:00
Frankfort,,OVAL,MI,7/15/1962 21:00,00:00
Mentor,,DISK,OH,7/15/1962 21:00,00:00
Sunrise Beach,,CYLINDER,MO,7/15/1962 23:00,00:00
Burkesville,,DISK,KY,7/20/1962 18:00,00:00
Springdale,,LIGHT,AR,7/20/1962 21:00,00:00
Rensselaer,,OTHER,NY,7/24/1962 12:00,00:00
Savannah,,DISK,GA,8/1/1962 15:00,00:00
Beaverton,,TRIANGLE,OR,8/1/1962 19:30,00:00
Ship's Bottom,,,NJ,8/1/1962 23:00,00:00
Lodi,RED,OTHER,OH,8/8/1962 14:00,00:00
Wellington,,,KS,8/10/1962 15:00,00:00
Denver,,DISK,CO,8/15/1962 17:30,00:00
Nenana,,OVAL,AK,8/15/1962 19:00,00:00
Ann Arbor,,DISK,MI,8/15/1962 20:00,00:00
Haverhill,,DISK,MA,8/16/1962 12:00,00:00
San Juan Island,,DISK,WA,9/1/1962 12:00,00:00
Seattle,,CIRCLE,WA,9/1/1962 12:00,00:00
Hopewell,,LIGHT,VA,9/1/1962 15:00,00:00
St. Louis,,SPHERE,MO,9/4/1962 15:30,00:00
Wisconsin,ORANGE,DISK,WI,9/14/1962 17:30,00:00
Severn,,,NC,9/15/1962 14:00,00:00
Island Beach State Park,,DISK,NJ,9/15/1962 18:00,00:00
Savannah,,OVAL,GA,9/29/1962 22:00,00:00
Ft. Lee,,,VA,10/15/1962 0:00,00:00
Chicago,,OTHER,IL,10/15/1962 22:30,00:00
Valparaiso,,CIGAR,FL,11/1/1962 18:00,00:00
Pharr,,CHEVRON,TX,11/9/1962 20:30,00:00
Alameda Naval Air Station,,,CA,11/15/1962 14:00,00:00
Runge,,SPHERE,TX,11/15/1962 21:00,00:00
New York City,,CIGAR,NY,12/21/1962 23:21,00:00
Markleville,,DISK,CA,1/1/1963 10:00,00:00
Helena,,DIAMOND,MT,1/1/1963 22:00,00:00
Holyoke,,DISK,MA,1/20/1963 22:00,00:00
Cape May Court House,,,NJ,2/21/1963 21:30,00:00
Husten,,,TX,2/23/1963 11:30,00:00
Normandy Park,,CYLINDER,WA,3/15/1963 13:00,00:00
Great Lakes,,DISK,IL,3/15/1963 17:30,00:00
Tucson,,TRIANGLE,AZ,4/1/1963 7:00,00:00
Vero Beach,,DISK,FL,4/7/1963 20:00,00:00
Russellton,,SPHERE,PA,4/10/1963 0:00,00:00
Lompoc,,DISK,CA,4/15/1963 19:30,00:00
Alexandria,RED,LIGHT,VA,4/20/1963 17:00,00:00
Lynn,,DISK,MA,5/7/1963 3:00,00:00
New York City,,OTHER,NY,5/15/1963 7:00,00:00
Towson,,OVAL,MD,5/15/1963 14:00,00:00
Tishimingo,,VARIOUS,OK,5/15/1963 22:00,00:00
Emporia,,RECTANGLE,KS,5/30/1963 17:30,00:00
Cocoa,,,FL,6/1/1963 0:00,00:00
Houston,,,TX,6/1/1963 0:00,00:00
San Francisco,,DISK,CA,6/1/1963 0:00,00:00
St. Louis County,,CIGAR,MO,6/1/1963 2:00,00:00
Williamsport,RED,OTHER,MD,6/1/1963 8:00,00:00
Gonzales,,CIGAR,TX,6/1/1963 8:30,00:00
Albemarle,,DISK,NC,6/1/1963 11:00,00:00
Houston,,CIGAR,TX,6/1/1963 12:00,00:00
Kirksey,,TRIANGLE,KY,6/1/1963 13:00,00:00
Waukegan,,FORMATION,IL,6/1/1963 16:00,00:00
Royal Oak,RED,TRIANGLE,MI,6/1/1963 18:00,00:00
Laguna Beach,,LIGHT,CA,6/1/1963 20:00,00:00
Rodeo,,SPHERE,CA,6/1/1963 21:00,00:00
Big Kandiyohi Lake,,LIGHT,MN,6/1/1963 22:00,00:00
Colorado Springs,,DISK,CO,6/1/1963 23:00,00:00
Fort Collins,,CIGAR,CO,6/10/1963 3:00,00:00
Menasha,,CIRCLE,WI,6/11/1963 11:00,00:00
Hollywood,,DISK,FL,6/15/1963 1:00,00:00
Milford,,OTHER,CT,6/15/1963 3:00,00:00
Washougal,,,WA,6/15/1963 3:33,00:00
North St. Paul,,DISK,MN,6/15/1963 11:30,00:00
Jonesboro,,CIGAR,AR,6/15/1963 18:00,00:00
Sacramento,,CYLINDER,CA,6/15/1963 18:15,00:00
Newaygo,,SPHERE,MI,6/15/1963 19:00,00:00
Trion,,CIRCLE,GA,6/15/1963 21:00,00:00
Newburgh,,OTHER,NY,6/15/1963 22:00,00:00
Mansfield,,LIGHT,CT,6/27/1963 19:00,00:00
Johnstown,,RECTANGLE,PA,6/30/1963 0:00,00:00
Zebulon,,OTHER,NC,6/30/1963 0:00,00:00
Newark,,DISK,TX,6/30/1963 6:00,00:00
Salt Lake City,,DISK,UT,6/30/1963 13:00,00:00
Anaheim,,DISK,CA,6/30/1963 14:00,00:00
New York City,,OVAL,NY,7/1/1963 16:00,00:00
Jonesboro,,DISK,AR,7/1/1963 18:00,00:00
Lincoln,,OTHER,MO,7/1/1963 21:00,00:00
Lincoln,,OTHER,MO,7/1/1963 21:12,00:00
Tucson,,OTHER,AZ,7/2/1963 19:30,00:00
East Vassalboro,ORANGE,TRIANGLE,ME,7/3/1963 21:00,00:00
Evanston,,DISK,IL,7/10/1963 20:00,00:00
Albert Lea,BLUE,OVAL,MN,7/11/1963 20:00,00:00
Hornell,,,NY,7/14/1963 21:30,00:00
Mantua,,CIRCLE,NJ,7/15/1963 0:00,00:00
Weingarten,,DISK,MO,7/15/1963 0:00,00:00
Kimberling City,,DISK,MO,7/15/1963 10:30,00:00
Great Lakes,,DISK,IL,7/15/1963 18:00,00:00
Great Lakes,,CIRCLE,IL,7/15/1963 21:00,00:00
Virginia Beach,,CIRCLE,VA,7/15/1963 21:00,00:00
Oklahoma City,,LIGHT,OK,7/15/1963 22:00,00:00
Santa Ana,,LIGHT,CA,7/15/1963 22:30,00:00
Portland,,SPHERE,OR,7/15/1963 23:00,00:00
Boston,,TRIANGLE,MA,7/17/1963 9:00,00:00
Tupelo,,DISK,MS,7/20/1963 19:30,00:00
Amsterdam,,DISK,NY,8/1/1963 2:00,00:00
Compton,,LIGHT,CA,8/1/1963 22:00,00:00
Wenatchee,,FORMATION,WA,8/1/1963 22:00,00:00
Fresno,,OTHER,CA,8/10/1963 22:00,00:00
Riverside,,DISK,OH,8/12/1963 21:00,00:00
Claycomo,,,MO,8/15/1963 6:00,00:00
Camas,,,WA,8/20/1963 2:30,00:00
Broadalbin,,LIGHT,NY,8/23/1963 22:00,00:00
Belchertown,BLUE,,MA,8/25/1963 22:00,00:00
New York City,,CIRCLE,NY,10/3/1963 21:00,00:00
Millington,,DISK,NJ,10/4/1963 0:00,00:00
Prince George,,DISK,VA,10/4/1963 19:10,00:00
Laurel,,OVAL,MS,10/9/1963 21:30,00:00
Danville,,DISK,IN,10/20/1963 19:00,00:00
Engelwood Cliffs,,,NJ,11/1/1963 0:00,00:00
Rome,,OVAL,GA,12/10/1963 23:00,00:00
El Cerrito,,FIREBALL,CA,1/10/1964 20:00,00:00
Omaha,,SPHERE,NE,1/25/1964 20:30,00:00
Bristow,,,OK,3/1/1964 20:00,00:00
Cherry Valley,,CIRCLE,CA,3/29/1964 21:00,00:00
Fries,,CYLINDER,VA,3/30/1964 13:00,00:00
Miami,,OTHER,FL,4/3/1964 18:00,00:00
Valley Station,,OTHER,KY,4/15/1964 19:00,00:00
Bancroft,,LIGHT,MI,4/15/1964 20:30,00:00
Seattle,,DISK,WA,4/15/1964 22:00,00:00
Orangevale,,LIGHT,CA,5/1/1964 22:00,00:00
Rangely,,,CO,5/5/1964 1:00,00:00
Pineville,,,KY,5/10/1964 2:00,00:00
Hardwick,,DISK,VT,5/15/1964 10:15,00:00
Texarkana,,DISK,AR,5/15/1964 12:00,00:00
Covina,,CIGAR,CA,5/15/1964 15:00,00:00
Covina,,CIGAR,CA,5/15/1964 15:00,00:00
Walden,,CIGAR,VT,5/15/1964 19:30,00:00
Cave Springs,,,GA,5/16/1964 8:00,00:00
Haltom City,,LIGHT,TX,6/1/1964 4:30,00:00
Sallisaw,,LIGHT,OK,6/1/1964 15:00,00:00
Butler,,,PA,6/1/1964 16:00,00:00
Los Angeles,,DISK,CA,6/1/1964 20:00,00:00
North Yakima,BLUE,CIRCLE,WA,6/1/1964 21:30,00:00
New York City,,DISK,NY,6/5/1964 10:00,00:00
Baltimore,,SPHERE,MD,6/9/1964 21:00,00:00
Montrose,BLUE,LIGHT,CO,6/10/1964 3:00,00:00
Chicago,ORANGE,CIRCLE,IL,6/10/1964 22:00,00:00
Auburndale,,CIRCLE,MA,6/11/1964 20:15,00:00
Dedham,,CIRCLE,MA,6/11/1964 21:40,00:00
Reno,,DISK,NV,6/14/1964 13:00,00:00
Winnamucca,,LIGHT,NV,6/15/1964 1:00,00:00
Miami,,LIGHT,FL,6/15/1964 6:00,00:00
Great Falls,,SPHERE,MT,6/15/1964 11:00,00:00
Tulsa,,CIRCLE,OK,6/15/1964 13:00,00:00
Milan,RED,SPHERE,TN,6/15/1964 21:00,00:00
Anchorville,,DISK,MI,6/15/1964 21:30,00:00
Marble Falls,,LIGHT,TX,6/15/1964 22:00,00:00
Destrehan,,LIGHT,LA,6/15/1964 23:00,00:00
Tucson,,TRIANGLE,AZ,6/19/1964 20:00,00:00
Thompson,,DISK,GA,6/22/1964 14:00,00:00
Alexandria,RED,DISK,VA,6/28/1964 21:00,00:00
Atlanta,,VARIOUS,GA,6/29/1964 21:50,00:00
Ontonagon,,RECTANGLE,MI,6/30/1964 1:00,00:00
Hoquiam,,OTHER,WA,6/30/1964 14:00,00:00
Ft. Wayne,,TRIANGLE,IN,6/30/1964 18:00,00:00
Lewistown,,OTHER,IL,6/30/1964 21:30,00:00
Paloma,ORANGE,OTHER,CA,6/30/1964 22:00,00:00
Laurel Springs,,OTHER,NJ,7/1/1964 12:00,00:00
Omaha,,DISK,NE,7/1/1964 20:00,00:00
Wautoma,,LIGHT,WI,7/7/1964 21:30,00:00
no data,,LIGHT,PA,7/8/1964 0:00,00:00
Chicago,,DISK,IL,7/9/1964 22:30,00:00
Defiance,,LIGHT,OH,7/10/1964 22:00,00:00
Drew,,CIRCLE,OR,7/12/1964 12:00,00:00
Hamilton,RED,OVAL,MT,7/14/1964 13:00,00:00
Dayton,,DISK,OH,7/15/1964 8:00,00:00
Brunswick,,FORMATION,GA,7/15/1964 12:00,00:00
Washington,,OTHER,MO,7/15/1964 15:00,00:00
Fishersville,,FIREBALL,VA,7/15/1964 19:00,00:00
Las Vegas,,CIRCLE,NV,7/15/1964 23:00,00:00
Rosebush,,,MI,7/16/1964 1:00,00:00
New Jersey,,LIGHT,NJ,7/20/1964 20:00,00:00
Holden,,LIGHT,MA,7/31/1964 22:00,00:00
Stonington,,DISK,CT,8/1/1964 6:00,00:00
Chicago,,FORMATION,IL,8/1/1964 9:30,00:00
Duquesne,,CIGAR,PA,8/1/1964 15:00,00:00
Samuel-,,FIREBALL,KY,8/1/1964 19:30,00:00
